Year,State,Producer Type,Energy Source,CO2 (kt),SO2 kt,cid
2014,CA,Electric Utility,Petroleum,25.749,0.043,24420
2015,CA,Electric Utility,Petroleum,27.451,0.045,24421
1990,CO,Electric Utility,Coal,29859.399,79.557,24422
1991,CO,Electric Utility,Coal,29160.908,75.911,24423
1992,CO,Electric Utility,Coal,30082.731,79.119,24424
1993,CO,Electric Utility,Coal,30734.054,77.315,24425
1994,CO,Electric Utility,Coal,31619.092,83.797,24426
1995,CO,Electric Utility,Coal,30525.604,84.766,24427
1996,CO,Electric Utility,Coal,31911.001,82.922,24428
1997,CO,Electric Utility,Coal,32207.752,88.845,24429
1998,CO,Electric Utility,Coal,33197.202,88.463,24430
1999,CO,Electric Utility,Coal,32850.983,81.822,24431
2000,CO,Electric Utility,Coal,35220.335,80.367,24432
2001,CO,Electric Utility,Coal,36242.609,83.266,24433
2002,CO,Electric Utility,Coal,36194.537,81.046,24434
2003,CO,Electric Utility,Coal,35732.775,67.769,24435
2004,CO,Electric Utility,Coal,35569.469,56.434,24436
2005,CO,Electric Utility,Coal,35250.615,55.453,24437
2006,CO,Electric Utility,Coal,36229.666,56.029,24438
2007,CO,Electric Utility,Coal,35990.406,56.634,24439
2008,CO,Electric Utility,Coal,35093.032,52.709,24440
2009,CO,Electric Utility,Coal,32032.168,40.995,24441
2010,CO,Electric Utility,Coal,34866.239,42.781,24442
2011,CO,Electric Utility,Coal,34271.665,40.561,24443
2012,CO,Electric Utility,Coal,34546.96,36.783,24444
2013,CO,Electric Utility,Coal,33923.742,34.732,24445
2014,CO,Electric Utility,Coal,32625.437,24.426,24446
2015,CO,Electric Utility,Coal,31798.502,20.747,24447
1990,CO,Electric Utility,Natural Gas,287.943,0,24448
1991,CO,Electric Utility,Natural Gas,301.96,0,24449
1992,CO,Electric Utility,Natural Gas,266.24,0,24450
1993,CO,Electric Utility,Natural Gas,260.841,0,24451
1994,CO,Electric Utility,Natural Gas,270.168,0,24452
1995,CO,Electric Utility,Natural Gas,203.462,0,24453
1996,CO,Electric Utility,Natural Gas,291.278,0,24454
1997,CO,Electric Utility,Natural Gas,292.264,0,24455
1998,CO,Electric Utility,Natural Gas,560.759,0.001,24456
1999,CO,Electric Utility,Natural Gas,1050.091,0.004,24457
2000,CO,Electric Utility,Natural Gas,1742.646,0.006,24458
2001,CO,Electric Utility,Natural Gas,2480.237,0.013,24459
2002,CO,Electric Utility,Natural Gas,2413.313,0.014,24460
2003,CO,Electric Utility,Natural Gas,1931.25,0.009,24461
2004,CO,Electric Utility,Natural Gas,1660.164,0.009,24462
2005,CO,Electric Utility,Natural Gas,1823.739,0.009,24463
2006,CO,Electric Utility,Natural Gas,1883.071,0.012,24464
2007,CO,Electric Utility,Natural Gas,2284.49,0.01,24465
2008,CO,Electric Utility,Natural Gas,2022.586,0.011,24466
2009,CO,Electric Utility,Natural Gas,1913.854,0.009,24467
2010,CO,Electric Utility,Natural Gas,1685.152,0.008,24468
2011,CO,Electric Utility,Natural Gas,3760.907,0.019,24469
2012,CO,Electric Utility,Natural Gas,2645.697,0.013,24470
2013,CO,Electric Utility,Natural Gas,3508.607,0.016,24471
2014,CO,Electric Utility,Natural Gas,4003.931,0.019,24472
2015,CO,Electric Utility,Natural Gas,4070.957,0.021,24473
1991,CO,Electric Utility,Other,0,0.002,24474
2002,CO,Electric Utility,Other Gases,2.031,0,24475
2003,CO,Electric Utility,Other Gases,2.047,0,24476
2004,CO,Electric Utility,Other Gases,0.882,0,24477
2005,CO,Electric Utility,Other Gases,1.276,0,24478
2006,CO,Electric Utility,Other Gases,1.252,0,24479
2007,CO,Electric Utility,Other Gases,1.472,0,24480
